|           RA |          DEC |  Vmag |         Source | idx | source_x | source_y |     source_RA |       source_DEC | residual_aperture_sum |      instrmag |           alt |
| 267.95211800 | -19.52501274 |  6.80 | I/239/hip_main | 244 |  108.933 |  714.189 | 267.943103529 |    -19.529854399 |         8329.59518103 | 7.54383477046 | 26.4027344941 |
| 267.99769952 |  -1.23681150 |  6.33 | I/239/hip_main | 129 |  409.066 |  92.2208 | 267.991700412 |   -1.22016181463 |         12891.4523177 | 8.01802964903 | 43.4685406748 |
| 268.00300423 |   1.09922864 |  7.22 | I/239/hip_main |  93 |  448.017 |  11.4557 | 267.998149803 |    1.10470069042 |         16730.9504667 | 8.30107656614 | 45.5865227728 |
| 268.01758725 | -15.02614692 |  8.22 | I/239/hip_main | 346 |  181.134 |  559.612 | 268.014489224 |   -15.0415473814 |         2401.87422042 | 6.19365068464 | 30.6516697381 |
| 268.02169196 |   1.11119731 |  6.55 | I/239/hip_main |  93 |  448.017 |  11.4557 | 267.998149803 |    1.10470069042 |         16730.9504667 | 8.30107656614 | 45.5865227728 |
| 268.15443631 |  -5.26202187 |  6.82 | I/239/hip_main | 130 |   335.74 |  227.084 | 268.178292607 |   -5.26286495054 |         9652.73316137 | 7.70390078449 |  39.827300978 |
| 268.19843483 |  -3.56389615 |  7.53 | I/239/hip_main | 313 |  363.155 |  168.345 | 268.203695589 |   -3.54777142578 |         4879.14408239 | 6.96313414035 | 41.4189335413 |
| 268.24451692 |  -7.91890043 |  7.64 | I/239/hip_main | 277 |   289.78 |  315.194 | 268.255873738 |   -7.90797004154 |         4928.27160214 |  6.9740116181 | 37.4041915573 |
| 268.26463725 | -10.89948880 |  6.17 | I/239/hip_main |  62 |  239.893 |  415.339 | 268.288589499 |   -10.8965760704 |         15792.2896521 |  8.2383877849 |  34.629317584 |
| 268.27096593 | -13.65017624 |  7.14 | I/239/hip_main | 222 |  195.194 |    508.6 | 268.276566289 |   -13.6556105227 |           5905.069283 |  7.1703375262 | 32.0404142564 |
| 268.39524541 |  -8.70836010 |  8.12 | I/239/hip_main | 394 |  271.484 |  339.629 | 268.411261689 |   -8.70833843497 |         2773.26412346 | 6.34975311604 | 36.7153520391 |
| 268.44624162 | -19.88723967 |  7.22 | I/239/hip_main | 333 |  86.7066 |  719.157 | 268.437507664 |   -19.8868769642 |         5063.38729643 | 7.00337790168 | 26.2177375998 |
| 268.51539348 |  -1.61926406 |  6.72 | I/239/hip_main | 174 |  385.162 |  96.4554 | 268.506394165 |   -1.60175123903 |          9917.5909042 | 7.73329050724 | 43.3265608468 |
| 268.53149727 | -11.33753175 |  6.51 | I/239/hip_main | 105 |  223.751 |  425.831 | 268.556936822 |   -11.3355681343 |         11167.4277668 | 7.86215791264 | 34.3112860878 |
| 268.62425104 |  -3.46210471 |  7.32 | I/239/hip_main | 286 |  350.668 |  157.493 | 268.624022608 |   -3.43974868582 |         5722.99857655 | 7.13633412724 | 41.6814578517 |
| 268.73215670 | -11.63191983 |  6.96 | I/239/hip_main | 170 |  212.338 |   432.64 |  268.75404421 |   -11.6307132563 |         7540.47989073 | 7.43577249775 | 34.1017646925 |
| 268.97900684 | -18.80210517 |  6.48 | I/239/hip_main |  96 |  87.3477 |  673.616 | 268.968734588 |   -18.8011263721 |         10380.9361981 | 7.78286633715 | 27.4071181738 |
| 269.07933864 | -15.81236072 |  5.93 | I/239/hip_main |  43 |  132.669 |  569.351 |  269.08986593 |   -15.8172162437 |         19226.5579871 | 8.45202888781 | 30.2684368133 |
| 269.19895085 |  -4.08180189 |  5.44 | I/239/hip_main |  38 |  320.757 |  168.865 | 269.202254187 |   -4.06065616435 |         31119.0480773 | 8.97484079146 | 41.3263214103 |
| 269.26792871 |   0.06668731 |  5.95 | I/239/hip_main |  51 |  387.694 |  25.7673 | 269.246748701 |  0.0646757278101 |          19857.912185 | 8.48710899712 | 45.1500768365 |
| 269.27934953 | -13.65321820 |  7.54 | I/239/hip_main | 383 |  161.275 |  492.876 |  269.29020812 |   -13.6609653213 |         4406.09708183 | 6.85241018741 | 32.3684965994 |
| 269.67563665 | -16.85746494 |  7.32 | I/239/hip_main | 179 |  96.1501 |  596.448 | 269.667450863 |   -16.8667443316 |          4843.9233112 |  6.9552681795 | 29.4527552264 |
| 269.69108546 |  -5.42480610 |  7.54 | I/239/hip_main | 331 |  281.709 |    206.3 | 269.701614012 |   -5.40487354641 |         4525.54903235 | 6.88145321914 | 40.2585532716 |
| 269.75665662 |  -9.77334973 |  3.32 | I/239/hip_main |   2 |  208.278 |  353.163 | 269.775130557 |   -9.76568549337 |          210373.56886 | 11.0497529689 | 36.1978459017 |
